pk,comment,example,contributed_datapoint
387,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
388,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
389,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
390,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
391,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
392,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
393,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
394,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
395,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
396,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
397,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
398,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
399,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
400,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
401,,,Swintha Danielsen 2008-05-25
402,,,Swintha Danielsen 2008-05-25
403,,,Swintha Danielsen 2008-05-25
404,,,Swintha Danielsen 2008-05-25
405,,,Swintha Danielsen 2008-05-25
406,,,Swintha Danielsen 2008-05-25
407,,,Swintha Danielsen 2008-05-25
408,,,Swintha Danielsen 2008-05-25
409,,,Swintha Danielsen 2008-05-25
410,,,Swintha Danielsen 2008-05-25
411,,,Swintha Danielsen 2008-05-25
412,,,Swintha Danielsen 2008-05-25
413,,,Swintha Danielsen 2008-05-25
414,,,Swintha Danielsen 2008-05-25
415,,,Swintha Danielsen 2008-05-25
416,,,Swintha Danielsen 2008-05-25
417,,,Swintha Danielsen 2008-05-25
418,,,Swintha Danielsen 2008-05-25
419,,,Swintha Danielsen 2008-05-25
420,,,Swintha Danielsen 2008-05-25
421,,,Swintha Danielsen 2008-05-25
422,,,Swintha Danielsen 2008-05-25
423,,,Swintha Danielsen 2008-05-25
424,,,Swintha Danielsen 2008-05-25
425,,,Swintha Danielsen 2008-05-25
426,,,Swintha Danielsen 2008-05-25
427,,,Swintha Danielsen 2008-05-25
428,,,Swintha Danielsen 2008-05-25
429,,,Swintha Danielsen 2008-05-25
430,,,Swintha Danielsen 2008-05-25
431,,,Swintha Danielsen 2008-05-25
432,,,Swintha Danielsen 2008-05-25
433,,,Swintha Danielsen 2008-05-25
434,,,Swintha Danielsen 2008-05-25
435,,,Swintha Danielsen 2008-05-25
436,,,Swintha Danielsen 2008-05-25
437,,,Swintha Danielsen 2008-05-25
438,,,Swintha Danielsen 2008-05-25
439,"verbs do not take morphology, p.3",,Jeremy Collins
440,,,Jeremy Collins
441,,,Jeremy Collins
442,,,Jeremy Collins
443,,,Jeremy Collins
444,,,Jeremy Collins
445,,,Jeremy Collins
446,,,Jeremy Collins
447,,,Jeremy Collins
448,,,Jeremy Collins
449,"Probably not, no examples encountered.",,Jakob Lesage
450,No number marking on verb,,Harald Hammarstrom
451,,,Jakob Lesage
452,,,Hedvig Skirgård
453,,,Hedvig Skirgård
454,,,Hedvig Skirgård
455,,,Hedvig Skirgård
456,,,Hedvig Skirgård
457,,,Hedvig Skirgård
458,,,Hedvig Skirgård
459,,,Hedvig Skirgård
460,,,Hedvig Skirgård
461,,,Hedvig Skirgård
462,,,Hedvig Skirgård
463,,,Hedvig Skirgård
464,Further confirmation on this datapoint is highly appreciated..,,Hedvig Skirgård
465,,,Hedvig Skirgård
466,,,Hedvig Skirgård
467,,,Hedvig Skirgård
468,,,Hedvig Skirgård
469,,,Hedvig Skirgård
470,,,Hedvig Skirgård
471,,,Hedvig
472,,,Hedvig Skirgård
473,,,Hedvig Skirgård
474,,,Hedvig Skirgård
475,,,Hedvig Skirgård
476,,,Hedvig Skirgård
477,,,Hedvig Skirgård
478,,,Hedvig Skirgård
479,Förutom imperativ,,Hedvig Skirgård
480,The verb in Esan is not marked for arguments whatsoever.,,Hedvig Skirgård
481,,,Hedvig Skirgård
482,,,Hedvig Skirgård
483,"pragmatically, can omit number on either N or V",,Hedvig Skirgård
484,,,Hedvig Skirgård
485,,,Suzanne van der Meer
486,,,Suzanne van der Meer
487,,,Suzanne van der Meer
488,,,Suzanne van der Meer
489,,,Suzanne van der Meer
490,,,Suzanne van der Meer
491,"look at the suffix for 1.EXCL, and compare with 2.SG marking. Does this count?",,Suzanne van der Meer
492,,,Suzanne van der Meer
493,,,Suzanne van der Meer
494,,,Suzanne van der Meer
495,,,Suzanne van der Meer
496,,,Suzanne van der Meer
497,,,Suzanne van der Meer
498,in some tenses,,Suzanne van der Meer
499,,,Suzanne van der Meer
500,,,Suzanne van der Meer
501,In suppletive verb stems: die zik/lkÃ®l sg/pl subj; sleep sem/tel sg/pl; sit sÃ®k/sÃ®l sg/pl; stand lÃ®k/lul sg/pl (1982:83),,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
502,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
503,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
504,See p. 126 on VP structure,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
505,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
506,in that they're analytically separable,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
507,Verb stem suppletion: According to Object number: p.16-17: ta 'put sg' vs naka 'put pl'; p. 50-54: hit one vs hit pl; get one vs get pl.; according to S number (p.52: one sit vs pl sit. (p.41-44) On contrary-to-fact and desirative moods: only number.,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
508,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
509,"not the sg zero-morpheme, but there is a plural suffix, which just marks plural of a subject participant [GS: Sg is marked by a zero-morpheme (if you like this idea) Pl is marked by the suffix -si, e.g., ku-paisewa-0  (2.-work-Sg) ku-paisewa-si (2.-work-Pl)       ]",,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
510,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
511,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
512,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
513,"the Agreement suffix marks gender and number, Nt person, of a core participant",,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
514,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
515,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
516,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
517,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
518,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
519,"original answer was N, on the basis of ""in that,if it is he does not mention it"". However, see 12-5, p.260 and p.266 (& p.329): ""...consist of an O suffix, an A suffix, and a number suffix, in that order."", so my answer is Y",,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
520,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
521,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
522,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
523,LRC: 578,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
524,In the limited case of suppletive stems for 'see'.,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
525,Intransitive enclitics only mark number,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
526,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
527,LRC: 448. Multiple prefix may refer to multiple S or O.,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
528,BB: 82-83. Semi-transitive prefix alos indicates object is plural.,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
529,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
530,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
531,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
532,does not seem to be the case,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
533,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
534,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
535,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
536,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
537,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
538,"Vowel-initial verbs (conj. X) have only number marked in plural, see 'carry' /-ol/ and 'do' /-oo/:  1sg yo            t-ol t-oo; 2sg ne  n-ol n-oo; 3sg.m mo/mu  m-ol m-oo; 3sg.f no/mu     n-ol n-oo;  For 1inc /nang/, 1exc /mang/, 2pl /(n)go/, and 3pl /neng/mu/ the forms are  /ng-ol/ and /ng-oo/.",,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
539,for example by stem alternation for sg vs pl object,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
540,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
541,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
542,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
543,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
544,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
545,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
546,unit-augmented number is marked by a suffix on the augmented verb form,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
547,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
548,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
549,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
550,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
551,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
552,(p. 37),,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
553,p.124 & 178: dual and paucal for S or O,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
554,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
555,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
556,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
557,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
558,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
559,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
560,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
561,"Alia / e hakats ha-para-ra-g / -en. I     v think  caus-much-PL-1sg   -3pl """"I (a) think a lot about them (r)."""" (p.91)",,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
562,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
563,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
564,"Only number is marked for 1,2,3pl: wij/jullie/zij zie-n",,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
565,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
566,by suppletion and on Imperative (p.38),,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
567,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
568,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
569,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
570,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
571,"In PUNCTUAL PRESENT and PROXIMAL FUTURE the Subject for 1sg is nak-; in SIMPLE FUTURE and NEGATIVE FUTURE, the intial n- is replaced by FUT and NEG m-.  This also holds for 1pl nak(e)-, whose plural morpheme e is moved after the object marker. Another case: Occurring between subject and object marker, the prefix bat expresses dubitative âmaybeâ; the plural e indexing number of first person follows, as usual, the object marker. Yet another case: A few verbs have suppletive stems for sg and pl transitive object and intransitive subject: âfell (a tree = âomkappenâ)â takoi = sg object; arok = pl object; awan ârun.sg subjectâvs bamet ârun.pl subjectâ. (p.79)",,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
572,in present tense (p.95),,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
573,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
574,"There are 2 plural (object) stems by suppletion: tom-in 'put them' and fÃ¡gÃ¡gam-in 'plant them' (Dict).  Other plural (object) stems result from compounding (levels & Chaining 1966:10, note 14); but this is tied to 3rd person",,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
575,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
576,p.216 in the case of PAUCAL; p.252 in NEG,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
577,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
578,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
579,"only instances of number suppletion seem to be 'stay'mene vs minu (p.194) and Transitive/perfective auxiliary /fe/ vs /fu/, p. 195-196",,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
580,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
581,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
582,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
583,"p.15-17: limited action root = single instance of action/number of participants is restricted; Common root  = not restricted, large number of participants; and on 'inherently intransitive verbs', see p.43",,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
584,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
585,"by verbal alternation, see p.16",,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
586,by means of 'mass undergoer' verbs: p.270-276,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
587,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
588,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
589,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
590,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
591,"Nick (pers. comm): you can segment out number marking separately from person marking, e.g. in ngune- â2unit.augâ vs. ngurri- â2 augâ, and in bene- â3unit.augâ vs. birri- â3 augâ the number markers ne- and rri- are separate from the person/number markers ngu- and be-/bi-. So Iâd be inclined to answer Y. Also adverbial elements occur in the verb which have a quantifier meaning such as mirnde- 'many' (p.503).",,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
592,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
593,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
594,"The dual enclitic -yi ~ -yoo and the paucal enclitic -rri ~-rroo ~ -warri follow the VP to mark number, modifying the same participants as those marked separately by the bound pronominal prefixes on the classifier (p.226).",,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
595,"There are singular, dual and plural number marking suffixes on the verb for S and O (all persons) (Kennedy 1985a:72). The singular marker fuses with the tense suffix in intransitive verbs. No person marking on the verb.",,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
596,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
597,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
598,Only through implicature never through entailment. The use of K-reduplication can encode iterative aspect which can imply nonsingular number for nonsubjects. The postverbal particle yirrk 'completive/all' has similar scope.,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
599,"Even though number is already indicated in the pronominal prefix, it is also possible and relatively common to use a number prefix at the end of the verb, e.g. purru-lili-nu-neme (1.paucal.incl.move-walk-FUT-paucal.MASC) 'We few (inclusive) males will walk' (Walsh 1976a:204).",,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
600,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
601,There are dual and paucal suffixes which follow the tense-mode suffixes after the verb root. These are optional and separate to the pronominal prefixes which encode person (p.107).,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
602,"Enclitic number markers may encliticise to the verb, or the argument nominal though.",,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
603,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
604,by stem variations for PL of S (intransitives) or O (transitives); see pages 31-33.,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
605,"On transitive verbs Object prefixes distinguish sg and non-sg; suffixes collapse object sg/du, but specify Trial and Plural, see p.41 & 42.",,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
606,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
607,"by suppletion or by prefix /b-/, p.23-24",,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
608,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
609,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
610,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
611,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
612,"1pl inc, 2pl & 2pl polite all consist of the same prefiix as the sg forms (or dual form with inclusive) and a plural suffix after the verb. P. 47",,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
613,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
614,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
615,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
616,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
617,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
618,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
619,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
620,AF: N,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
621,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
622,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
623,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
624,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
625,"p.25: some verbs take PL suffix when its S is plural, or to indicate repeated action: ngi m-ikwe-lle-be '2sg 1sg.U-beat-PL-PAST' = 'You beat me repeatedly'.",,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
626,p.24 & Foley 1986:128,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
627,Neither are ever marked on the verb.,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
628,The augmented number prefix arr- does not form a portmanteau morpheme with the subject person prefixes and the tense prefix can occur between them (p.102).,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
629,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
630,There are portmanteau suffixes on verbs which encode TAM and number. There are separate to prefixes which are portmanteau morphemes that encode person and number together (p.131).,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
631,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
632,"with plural object mrkr, p.65-66",,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
633,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
634,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
635,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
636,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
637,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
638,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
639,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
640,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
641,"""plural subject prefix"" for ""three or more""",,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
642,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
643,see p.38;39: /-pa/ plural object for transitives; /-wal/ all of the subject for intransitives; /-plia/ all of the object,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
644,"p.16 raising of ultimate stem vowel for plural subject; p.82: also suppletion, suffix /-uÃµl/ for plural S on some intransitives, for O on transitives, or adding the root /fia/, p.83.",,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
645,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
646,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
647,Plural may be marked by reduplication [p205] or by (he-â¦) -Ci [p226],,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
648,Plurality of patient/absolutive argument may be indicated by prefix or reduplication,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
649,Intransitive verbs agree with subject in number but not person (p. 514-515).,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
650,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
651,Plurality of S/O may be indicated by reduplication on the verb.,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
652,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
653,Plurality of S/O may be indicated by reduplication (grammar p 94),,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
654,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
655,Plural prefix yakk-,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
656,"Irrealis marking: omab 'Irrealis, Plural Animate Subject' vs. amab 'Irrealis all other subjects'",,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
657,subject-number prefixes -eew 'dual' and -eed 'plural' on transitive verbs (p. 136),,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
658,,,"Michael Dunn, Ger Reesink and Ruth Singer 2009"
