ID,Name,Description,Contributor_ID,Doc,Vdoc,Name_french,Clarification,Alternative_id,Representation,Dependson,Abbreviation,Jl_relevant_unit,Jl_function,Jl_formal_means,Domain
280,Are variation in conflation of core participants based on verb classes?,,gerreesink,,0==absent||1==present,Est-ce que les variations  d‘alignement des arguments des participants basiques sont fondées sur des distinctions des classes des verbes ?,,,34,278:0 -> 280:na,,verb,argument marking,head marking,
281,"Is there variation in conflation of core participants based on clause type, e.g. main vs. subordinate?",,gerreesink,,0==absent||1==present,Est-ce que les variations  d‘alignement des arguments des participants basiques sont fondées sur le type de clause (principale ou subordonné) ?,,,33,278:0 -> 281:na,,clause,argument marking,head marking,
282,Are variation in conflation of core participants based on person distinctions?,,gerreesink,,0==absent||1==present,Est-ce que le variations  d‘alignement des argument des participants basiques sont fondées sur des distinctions des personnes ?,,,34,278:0 -> 282:na,,clause,argument marking,head marking,
283,Can verbs agree with the gender/noun class of the nominal subject?,,hedvigskirgard,,0==absent||1==present,Est-il possible  que les verbes s’accordent en genre/classe nominale avec le sujet nominal ?,"Main verbs only and nominal arguments. Agreement does not have to obligatory in all conditions, for example it can vary with negation or TAME, but  its absence cannot be triggered by the presence of nominal arguments. If the marker disappears when there is a nominal argument then it’s not agreement, it is just a regular pronoun. Pronoun often “agree” with the nominal argument their “replacing” (their antecedent), this is however not verbal agreement. The antecedent of the agreement marker must be able to be present in the clause.",,60,50:0 -> 283:na,,verb,nominal classification,agreement,
284,Can verbs agree with the number of the nominal subject?,,hedvigskirgard,,0==absent||1==present,Est-il possible  que les verbes de s’accordent en nombre avec le sujet nominal ?,"Main verbs only and nominal arguments. Agreement does not have to obligatory in all conditions, for example it can vary with negation or TAME, but  its absence cannot be triggered by the presence of nominal arguments. If the marker disappears when there is a nominal argument then it’s not agreement, it is just a regular pronoun. Pronoun often “agree” with the nominal argument their “replacing” (their antecedent), this is however not verbal agreement. The antecedent of the agreement marker must be able to be present in the clause.",,54,284,,verb,number,agreement,
285,Can polar interrogation be marked by a question particle and verbal morphology?,,gerreesink,,0==absent||1==present,Est-il possible  de marquer l’interrogation totale ( questions oui/non-) par de la morphologie verbal et une particule interrogative?,"There is no other marker in the clause that signals polar interrogation, not even lack of finiteness compared to the affirmative.",,70,285,,clause,interrogation,multiple,
286,Can polar interrogation be marked by verbal morphology only?,,gerreesink,,0==absent||1==present,Est-il possible  de marquer l’interrogation totale ( questions oui/non-) uniquement par la morphologie verbale ?,"There is no other marker in the clause that signals polar interrogation, not even lack of finiteness compared to the affirmative.",,73,286,,verb,interrogation,affixes & clitics (- agreement),
287,"Can recipients be treated as a transitive object, i.e. as Direct Object in terms of case marking?",,hedvigskirgard,,0==absent||1==present,Les  bénéficiaires peuvent-ils être traités comme des objets directs en termes de cas grammaticaux?,,,41,"(70:0) -> 287:na, 105:0 -> 287:na",,noun phrase,argument marking,case marking,
288,"Can recipients be treated as a transitive object, i.e. as Direct Object in terms of core argument marking by adpositions?",,hedvigskirgard,,0==absent||1==present,"Les  bénéficiaires peuvent-ils être traités comme des objets directs en termes des adpositions qui marquent les NPs basiques (i.e. S, A et O) ?",,,40,"(76:0) -> 288:na, 105:0 -> 288:na",,adposition,argument marking,constituent marking,
289,"Can recipients be treated as a transitive object, i.e. as Direct Object in terms of verbal agreement marking?",,hedvigskirgard,,0==absent||1==present,Les  bénéficiaires peuvent-ils être traités comme des objets directs en termes d'accord verbal?,,,41,"((287:0 ^ 288:0) ^ (289:1 v 290:1)) -> 105:1, 105:0 -> 289:na",,verb,argument marking,agreement,
290,"Can recipients be treated as a transitive object, i.e. as Direct Object in terms of verbal person marking (not agreement)?",,hedvigskirgard,,0==absent||1==present,Les  bénéficiaires peuvent-ils être traités comme des objets directs en termes de marquage de personne sure le verbe (pas concord)?,,,41,"((287:0 ^ 288:0) ^ (289:1 v 290:1)) -> 105:1, 105:0 -> 290:na",,verb,argument marking,head marking,
291,Is the particle marking polar interrogation tone only?,,gerreesink,,0==absent||1==present,Est-ce que la particule interrogatif est ton?,"This feature deals with the presence or absence of a construction where the only difference between the interrogative and the declarative is marked by intonation. In contrast to the feature in WALS, this does not mean that this is the only strategy in the language, but that this is the only marker in this construction.",,35,261:0 -> 291:na,,particle,interrogation,intonation,
292,Can polar interrogation be marked by a non-tonal particle?,,gerreesink,,0==absent||1==present,Est-ce que la particule interrogatif n'est pas ton?,,,39,262:0 -> 291:na,,particle,interrogation,inserted item,
293,Are there ideophones that depict sensory imagery beyond sound?,,gerreesink,,0==absent||1==present,,Ideophones are marked words that depicts sensory imagery. 'Marked' here means standing out through unusual…,,28,293,,ideophone,iconicity,functional inventory,
294,Can ideophones act like verbs? (beyond sound),,gerreesink,,0==absent||1==present,,Ideophones are marked words that depicts sensory imagery. 'Marked' here means standing out through unusual…,,22,293:0 -> 294:0,,ideophone,iconicity,conjugation,
295,Can ideophones act like nouns? (beyond sound),,gerreesink,,0==absent||1==present,,Ideophones are marked words that depicts sensory imagery. 'Marked' here means standing out through unusual…,,23,293:0 -> 295:0,,ideophone,iconicity,declension,
296,Can ideophones act like their own morphosyntactic class? (beyond sound),,gerreesink,,0==absent||1==present,,Ideophones are marked words that depicts sensory imagery. 'Marked' here means standing out through unusual…,,20,293:0 -> 296:0,,ideophone,iconicity,multiple,
297,Can polar interrogation be marked by a construction of the type “V Neg V”?,,gerreesink,,0==absent||1==present,,"This feature concerns polar interrogative constructions where the main verb is repeated, one time in the affirmative form and another in the negated. This is independent of the negation marking system of the language, it may be by suffixes, auxiliaries, postposed etc. The negated form need not be in second place, it could be first as well.",,21,297,,clause,interrogation,inserted item,
